代码,简称,日期,复权净值(元),
399001.OF,中海上证50指数增强,2021-03-31,1.7666,
399001.OF,中海上证50指数增强,2021-04-01,1.786,
399001.OF,中海上证50指数增强,2021-04-02,1.7916,
399001.OF,中海上证50指数增强,2021-04-06,1.7871,
399001.OF,中海上证50指数增强,2021-04-07,1.7746,
399001.OF,中海上证50指数增强,2021-04-08,1.7803,
399001.OF,中海上证50指数增强,2021-04-09,1.7541,
399001.OF,中海上证50指数增强,2021-04-12,1.7301,
399001.OF,中海上证50指数增强,2021-04-13,1.7244,
399001.OF,中海上证50指数增强,2021-04-14,1.7256,
399001.OF,中海上证50指数增强,2021-04-15,1.7096,
399001.OF,中海上证50指数增强,2021-04-16,1.7165,
399001.OF,中海上证50指数增强,2021-04-19,1.7495,
399001.OF,中海上证50指数增强,2021-04-20,1.7449,
399001.OF,中海上证50指数增强,2021-04-21,1.7484,
399001.OF,中海上证50指数增强,2021-04-22,1.7404,
399001.OF,中海上证50指数增强,2021-04-23,1.7518,
399001.OF,中海上证50指数增强,2021-04-26,1.7233,
399001.OF,中海上证50指数增强,2021-04-27,1.7233,
399001.OF,中海上证50指数增强,2021-04-28,1.7256,
399001.OF,中海上证50指数增强,2021-04-29,1.7563,
399001.OF,中海上证50指数增强,2021-04-30,1.7449,
399001.OF,中海上证50指数增强,2021-05-06,1.7301,
399001.OF,中海上证50指数增强,2021-05-07,1.7108,
399001.OF,中海上证50指数增强,2021-05-10,1.7074,
399001.OF,中海上证50指数增强,2021-05-11,1.7233,
399001.OF,中海上证50指数增强,2021-05-12,1.7244,
399001.OF,中海上证50指数增强,2021-05-13,1.7074,
399001.OF,中海上证50指数增强,2021-05-14,1.7677,
399001.OF,中海上证50指数增强,2021-05-17,1.7791,
399001.OF,中海上证50指数增强,2021-05-18,1.7768,
399001.OF,中海上证50指数增强,2021-05-19,1.7643,
399001.OF,中海上证50指数增强,2021-05-20,1.7723,
399001.OF,中海上证50指数增强,2021-05-21,1.7529,
399001.OF,中海上证50指数增强,2021-05-24,1.7654,
399001.OF,中海上证50指数增强,2021-05-25,1.8315,
399001.OF,中海上证50指数增强,2021-05-26,1.8327,
399001.OF,中海上证50指数增强,2021-05-27,1.8327,
399001.OF,中海上证50指数增强,2021-05-28,1.8361,
399001.OF,中海上证50指数增强,2021-05-31,1.8372,
399001.OF,中海上证50指数增强,2021-06-01,1.8281,
399001.OF,中海上证50指数增强,2021-06-02,1.8121,
399001.OF,中海上证50指数增强,2021-06-03,1.7962,
399001.OF,中海上证50指数增强,2021-06-04,1.8087,
399001.OF,中海上证50指数增强,2021-06-07,1.8065,
399001.OF,中海上证50指数增强,2021-06-08,1.8053,
399001.OF,中海上证50指数增强,2021-06-09,1.8042,
399001.OF,中海上证50指数增强,2021-06-10,1.819,
399001.OF,中海上证50指数增强,2021-06-11,1.8065,
399001.OF,中海上证50指数增强,2021-06-15,1.7791,
399001.OF,中海上证50指数增强,2021-06-16,1.77,
399001.OF,中海上证50指数增强,2021-06-17,1.7711,
399001.OF,中海上证50指数增强,2021-06-18,1.77,
399001.OF,中海上证50指数增强,2021-06-21,1.7654,
399001.OF,中海上证50指数增强,2021-06-22,1.7871,
399001.OF,中海上证50指数增强,2021-06-23,1.8053,
399001.OF,中海上证50指数增强,2021-06-24,1.8042,
399001.OF,中海上证50指数增强,2021-06-25,1.8292,
399001.OF,中海上证50指数增强,2021-06-28,1.8144,
399001.OF,中海上证50指数增强,2021-06-29,1.803,
399001.OF,中海上证50指数增强,2021-06-30,1.8144,
399001.OF,中海上证50指数增强,2021-07-01,1.8213,
399001.OF,中海上证50指数增强,2021-07-02,1.762,
399001.OF,中海上证50指数增强,2021-07-05,1.7598,
399001.OF,中海上证50指数增强,2021-07-06,1.7689,
399001.OF,中海上证50指数增强,2021-07-07,1.778,
399001.OF,中海上证50指数增强,2021-07-08,1.7563,
399001.OF,中海上证50指数增强,2021-07-09,1.7575,
410010.OF,华富中小企业100,2020-10-09,1.5655,
410010.OF,华富中小企业100,2020-10-12,1.604,
410010.OF,华富中小企业100,2020-10-13,1.6225,
410010.OF,华富中小企业100,2020-10-14,1.6087,
410010.OF,华富中小企业100,2020-10-15,1.6012,
410010.OF,华富中小企业100,2020-10-16,1.5866,
410010.OF,华富中小企业100,2020-10-19,1.5772,
410010.OF,华富中小企业100,2020-10-20,1.5975,
410010.OF,华富中小企业100,2020-10-21,1.5789,
410010.OF,华富中小企业100,2020-10-22,1.5738,
410010.OF,华富中小企业100,2020-10-23,1.5446,
410010.OF,华富中小企业100,2020-10-26,1.5607,
410010.OF,华富中小企业100,2020-10-27,1.5738,
410010.OF,华富中小企业100,2020-10-28,1.5928,
410010.OF,华富中小企业100,2020-10-29,1.6005,
410010.OF,华富中小企业100,2020-10-30,1.5672,
410010.OF,华富中小企业100,2020-11-02,1.582,
410010.OF,华富中小企业100,2020-11-03,1.5938,
410010.OF,华富中小企业100,2020-11-04,1.6032,
410010.OF,华富中小企业100,2020-11-05,1.6298,
410010.OF,华富中小企业100,2020-11-06,1.6231,
410010.OF,华富中小企业100,2020-11-09,1.6493,
410010.OF,华富中小企业100,2020-11-10,1.6296,
410010.OF,华富中小企业100,2020-11-11,1.5935,
410010.OF,华富中小企业100,2020-11-12,1.5995,
410010.OF,华富中小企业100,2020-11-13,1.5918,
410010.OF,华富中小企业100,2020-11-16,1.5923,
410010.OF,华富中小企业100,2020-11-17,1.5791,
410010.OF,华富中小企业100,2020-11-18,1.5682,
410010.OF,华富中小企业100,2020-11-19,1.5813,
410010.OF,华富中小企业100,2020-11-20,1.5893,
410010.OF,华富中小企业100,2020-11-23,1.591,
410010.OF,华富中小企业100,2020-11-24,1.5861,
410010.OF,华富中小企业100,2020-11-25,1.5607,
410010.OF,华富中小企业100,2020-11-26,1.5574,
410010.OF,华富中小企业100,2020-11-27,1.5711,
410010.OF,华富中小企业100,2020-11-30,1.5731,
410010.OF,华富中小企业100,2020-12-01,1.5974,
410010.OF,华富中小企业100,2020-12-02,1.5947,
410010.OF,华富中小企业100,2020-12-03,1.5993,
410010.OF,华富中小企业100,2020-12-04,1.6099,
410010.OF,华富中小企业100,2020-12-07,1.6086,
410010.OF,华富中小企业100,2020-12-08,1.6094,
410010.OF,华富中小企业100,2020-12-09,1.5872,
410010.OF,华富中小企业100,2020-12-10,1.583,
410010.OF,华富中小企业100,2020-12-11,1.5554,
410010.OF,华富中小企业100,2020-12-14,1.5633,
410010.OF,华富中小企业100,2020-12-15,1.5741,
410010.OF,华富中小企业100,2020-12-16,1.5695,
410010.OF,华富中小企业100,2020-12-17,1.5759,
410010.OF,华富中小企业100,2020-12-18,1.5777,
410010.OF,华富中小企业100,2020-12-21,1.6079,
410010.OF,华富中小企业100,2020-12-22,1.5888,
410010.OF,华富中小企业100,2020-12-23,1.6068,
410010.OF,华富中小企业100,2020-12-24,1.6037,
410010.OF,华富中小企业100,2020-12-25,1.6143,
410010.OF,华富中小企业100,2020-12-28,1.606,
410010.OF,华富中小企业100,2020-12-29,1.6004,
410010.OF,华富中小企业100,2020-12-30,1.6176,
410010.OF,华富中小企业100,2020-12-31,1.6443,
410010.OF,华富中小企业100,2021-01-04,1.6808,
410010.OF,华富中小企业100,2021-01-05,1.7389,
410010.OF,华富中小企业100,2021-01-06,1.7387,
410010.OF,华富中小企业100,2021-01-07,1.767,
410010.OF,华富中小企业100,2021-01-08,1.7656,
410010.OF,华富中小企业100,2021-01-11,1.7586,
410010.OF,华富中小企业100,2021-01-12,1.7875,
410010.OF,华富中小企业100,2021-01-13,1.7769,
410010.OF,华富中小企业100,2021-01-14,1.7381,
410010.OF,华富中小企业100,2021-01-15,1.7329,
410010.OF,华富中小企业100,2021-01-18,1.7609,
410010.OF,华富中小企业100,2021-01-19,1.7317,
410010.OF,华富中小企业100,2021-01-20,1.7457,
410010.OF,华富中小企业100,2021-01-21,1.7755,
410010.OF,华富中小企业100,2021-01-22,1.7936,
410010.OF,华富中小企业100,2021-01-25,1.7957,
410010.OF,华富中小企业100,2021-01-26,1.7674,
410010.OF,华富中小企业100,2021-01-27,1.7826,
410010.OF,华富中小企业100,2021-01-28,1.7208,
410010.OF,华富中小企业100,2021-01-29,1.7106,
410010.OF,华富中小企业100,2021-02-01,1.7398,
410010.OF,华富中小企业100,2021-02-02,1.7715,
410010.OF,华富中小企业100,2021-02-03,1.7519,
410010.OF,华富中小企业100,2021-02-04,1.7371,
410010.OF,华富中小企业100,2021-02-05,1.7188,
410010.OF,华富中小企业100,2021-02-08,1.7444,
410010.OF,华富中小企业100,2021-02-09,1.7884,
410010.OF,华富中小企业100,2021-02-10,1.8335,
410010.OF,华富中小企业100,2021-02-18,1.8132,
410010.OF,华富中小企业100,2021-02-19,1.815,
410010.OF,华富中小企业100,2021-02-22,1.7712,
410010.OF,华富中小企业100,2021-02-23,1.7559,
410010.OF,华富中小企业100,2021-02-24,1.7113,
410010.OF,华富中小企业100,2021-02-25,1.7039,
410010.OF,华富中小企业100,2021-02-26,1.6638,
410010.OF,华富中小企业100,2021-03-01,1.7044,
410010.OF,华富中小企业100,2021-03-02,1.6996,
410010.OF,华富中小企业100,2021-03-03,1.7165,
410010.OF,华富中小企业100,2021-03-04,1.6612,
410010.OF,华富中小企业100,2021-03-05,1.6616,
410010.OF,华富中小企业100,2021-03-08,1.6015,
410010.OF,华富中小企业100,2021-03-09,1.5608,
410010.OF,华富中小企业100,2021-03-10,1.5654,
410010.OF,华富中小企业100,2021-03-11,1.5878,
410010.OF,华富中小企业100,2021-03-12,1.584,
410010.OF,华富中小企业100,2021-03-15,1.5437,
410010.OF,华富中小企业100,2021-03-16,1.549,
410010.OF,华富中小企业100,2021-03-17,1.5677,
410010.OF,华富中小企业100,2021-03-18,1.5773,
410010.OF,华富中小企业100,2021-03-19,1.5346,
410010.OF,华富中小企业100,2021-03-22,1.5467,
410010.OF,华富中小企业100,2021-03-23,1.5261,
410010.OF,华富中小企业100,2021-03-24,1.502,
410010.OF,华富中小企业100,2021-03-25,1.5052,
410010.OF,华富中小企业100,2021-03-26,1.5416,
410010.OF,华富中小企业100,2021-03-29,1.5357,
410010.OF,华富中小企业100,2021-03-30,1.5467,
410010.OF,华富中小企业100,2021-03-31,1.5315,
410010.OF,华富中小企业100,2021-04-01,1.5539,
410010.OF,华富中小企业100,2021-04-02,1.5661,
410010.OF,华富中小企业100,2021-04-06,1.5637,
410010.OF,华富中小企业100,2021-04-07,1.5524,
410010.OF,华富中小企业100,2021-04-08,1.5506,
410010.OF,华富中小企业100,2021-04-09,1.5301,
410010.OF,华富中小企业100,2021-04-12,1.4908,
410010.OF,华富中小企业100,2021-04-13,1.4965,
410010.OF,华富中小企业100,2021-04-14,1.5135,
410010.OF,华富中小企业100,2021-04-15,1.5078,
410010.OF,华富中小企业100,2021-04-16,1.5087,
410010.OF,华富中小企业100,2021-04-19,1.563,
410010.OF,华富中小企业100,2021-04-20,1.564,
410010.OF,华富中小企业100,2021-04-21,1.5675,
410010.OF,华富中小企业100,2021-04-22,1.5746,
410010.OF,华富中小企业100,2021-04-23,1.5813,
410010.OF,华富中小企业100,2021-04-26,1.5739,
410010.OF,华富中小企业100,2021-04-27,1.5734,
410010.OF,华富中小企业100,2021-04-28,1.5831,
410010.OF,华富中小企业100,2021-04-29,1.59,
410010.OF,华富中小企业100,2021-04-30,1.5862,
410010.OF,华富中小企业100,2021-05-06,1.5625,
410010.OF,华富中小企业100,2021-05-07,1.5395,
410010.OF,华富中小企业100,2021-05-10,1.53,
410010.OF,华富中小企业100,2021-05-11,1.5303,
410010.OF,华富中小企业100,2021-05-12,1.5396,
410010.OF,华富中小企业100,2021-05-13,1.5244,
410010.OF,华富中小企业100,2021-05-14,1.545,
410010.OF,华富中小企业100,2021-05-17,1.5736,
410010.OF,华富中小企业100,2021-05-18,1.5757,
410010.OF,华富中小企业100,2021-05-19,1.5834,
410010.OF,华富中小企业100,2021-05-20,1.5906,
410010.OF,华富中小企业100,2021-05-21,1.5795,
410010.OF,华富中小企业100,2021-05-24,1.5913,
410010.OF,华富中小企业100,2021-05-25,1.6261,
410010.OF,华富中小企业100,2021-05-26,1.6179,
410010.OF,华富中小企业100,2021-05-27,1.628,
410010.OF,华富中小企业100,2021-05-28,1.6232,
410010.OF,华富中小企业100,2021-05-31,1.6345,
410010.OF,华富中小企业100,2021-06-01,1.6455,
410010.OF,华富中小企业100,2021-06-02,1.6292,
410010.OF,华富中小企业100,2021-06-03,1.6195,
410010.OF,华富中小企业100,2021-06-04,1.6335,
410010.OF,华富中小企业100,2021-06-07,1.6333,
410010.OF,华富中小企业100,2021-06-08,1.6236,
410010.OF,华富中小企业100,2021-06-09,1.6274,
410010.OF,华富中小企业100,2021-06-10,1.6402,
410010.OF,华富中小企业100,2021-06-11,1.6215,
410010.OF,华富中小企业100,2021-06-15,1.6121,
410010.OF,华富中小企业100,2021-06-16,1.5729,
410010.OF,华富中小企业100,2021-06-17,1.5942,
410010.OF,华富中小企业100,2021-06-18,1.6076,
410010.OF,华富中小企业100,2021-06-21,1.6165,
410010.OF,华富中小企业100,2021-06-22,1.6193,
410010.OF,华富中小企业100,2021-06-23,1.6415,
410010.OF,华富中小企业100,2021-06-24,1.6477,
410010.OF,华富中小企业100,2021-06-25,1.6671,
410010.OF,华富中小企业100,2021-06-28,1.6803,
410010.OF,华富中小企业100,2021-06-29,1.6675,
410010.OF,华富中小企业100,2021-06-30,1.678,
410010.OF,华富中小企业100,2021-07-01,1.6597,
410010.OF,华富中小企业100,2021-07-02,1.6279,
410010.OF,华富中小企业100,2021-07-05,1.6404,
410010.OF,华富中小企业100,2021-07-06,1.6399,
410010.OF,华富中小企业100,2021-07-07,1.6654,
410010.OF,华富中小企业100,2021-07-08,1.6549,
410010.OF,华富中小企业100,2021-07-09,1.6493,
450008.OF,国富沪深300指数增强,2020-10-09,2.109,
450008.OF,国富沪深300指数增强,2020-10-12,2.1712,
450008.OF,国富沪深300指数增强,2020-10-13,2.1765,
450008.OF,国富沪深300指数增强,2020-10-14,2.1659,
450008.OF,国富沪深300指数增强,2020-10-15,2.1646,
450008.OF,国富沪深300指数增强,2020-10-16,2.1686,
450008.OF,国富沪深300指数增强,2020-10-19,2.154,
450008.OF,国富沪深300指数增强,2020-10-20,2.1672,
450008.OF,国富沪深300指数增强,2020-10-21,2.1619,
450008.OF,国富沪深300指数增强,2020-10-22,2.15,
450008.OF,国富沪深300指数增强,2020-10-23,2.1209,
450008.OF,国富沪深300指数增强,2020-10-26,2.109,
450008.OF,国富沪深300指数增强,2020-10-27,2.1156,
450008.OF,国富沪深300指数增强,2020-10-28,2.1302,
450008.OF,国富沪深300指数增强,2020-10-29,2.1567,
450008.OF,国富沪深300指数增强,2020-10-30,2.117,
450008.OF,国富沪深300指数增强,2020-11-02,2.1315,
450008.OF,国富沪深300指数增强,2020-11-03,2.1514,
450008.OF,国富沪深300指数增强,2020-11-04,2.1672,
450008.OF,国富沪深300指数增强,2020-11-05,2.1963,
450008.OF,国富沪深300指数增强,2020-11-06,2.1924,
450008.OF,国富沪深300指数增强,2020-11-09,2.2374,
450008.OF,国富沪深300指数增强,2020-11-10,2.2135,
450008.OF,国富沪深300指数增强,2020-11-11,2.1911,
450008.OF,国富沪深300指数增强,2020-11-12,2.1937,
450008.OF,国富沪深300指数增强,2020-11-13,2.1659,
450008.OF,国富沪深300指数增强,2020-11-16,2.1858,
450008.OF,国富沪深300指数增强,2020-11-17,2.1778,
450008.OF,国富沪深300指数增强,2020-11-18,2.1791,
450008.OF,国富沪深300指数增强,2020-11-19,2.2003,
450008.OF,国富沪深300指数增强,2020-11-20,2.2069,
450008.OF,国富沪深300指数增强,2020-11-23,2.2387,
450008.OF,国富沪深300指数增强,2020-11-24,2.2281,
450008.OF,国富沪深300指数增强,2020-11-25,2.2003,
450008.OF,国富沪深300指数增强,2020-11-26,2.199,
450008.OF,国富沪深300指数增强,2020-11-27,2.2228,
450008.OF,国富沪深300指数增强,2020-11-30,2.2135,
450008.OF,国富沪深300指数增强,2020-12-01,2.2546,
450008.OF,国富沪深300指数增强,2020-12-02,2.2559,
450008.OF,国富沪深300指数增强,2020-12-03,2.2479,
450008.OF,国富沪深300指数增强,2020-12-04,2.2479,
450008.OF,国富沪深300指数增强,2020-12-07,2.2321,
450008.OF,国富沪深300指数增强,2020-12-08,2.2281,
450008.OF,国富沪深300指数增强,2020-12-09,2.2016,
450008.OF,国富沪深300指数增强,2020-12-10,2.2069,
450008.OF,国富沪深300指数增强,2020-12-11,2.1858,
450008.OF,国富沪深300指数增强,2020-12-14,2.2016,
450008.OF,国富沪深300指数增强,2020-12-15,2.2056,
450008.OF,国富沪深300指数增强,2020-12-16,2.2083,
450008.OF,国富沪深300指数增强,2020-12-17,2.2387,
450008.OF,国富沪深300指数增强,2020-12-18,2.2321,
450008.OF,国富沪深300指数增强,2020-12-21,2.2519,
450008.OF,国富沪深300指数增强,2020-12-22,2.2241,
450008.OF,国富沪深300指数增强,2020-12-23,2.2387,
450008.OF,国富沪深300指数增强,2020-12-24,2.2321,
450008.OF,国富沪深300指数增强,2020-12-25,2.2519,
450008.OF,国富沪深300指数增强,2020-12-28,2.2678,
450008.OF,国富沪深300指数增强,2020-12-29,2.2519,
450008.OF,国富沪深300指数增强,2020-12-30,2.281,
450008.OF,国富沪深300指数增强,2020-12-31,2.3234,
450008.OF,国富沪深300指数增强,2021-01-04,2.3485,
450008.OF,国富沪深300指数增强,2021-01-05,2.3895,
450008.OF,国富沪深300指数增强,2021-01-06,2.4186,
450008.OF,国富沪深300指数增强,2021-01-07,2.4636,
450008.OF,国富沪深300指数增强,2021-01-08,2.4596,
450008.OF,国富沪深300指数增强,2021-01-11,2.4504,
450008.OF,国富沪深300指数增强,2021-01-12,2.5245,
450008.OF,国富沪深300指数增强,2021-01-13,2.5218,
450008.OF,国富沪深300指数增强,2021-01-14,2.4742,
450008.OF,国富沪深300指数增强,2021-01-15,2.4649,
450008.OF,国富沪深300指数增强,2021-01-18,2.506,
450008.OF,国富沪深300指数增强,2021-01-19,2.4676,
450008.OF,国富沪深300指数增强,2021-01-20,2.4861,
450008.OF,国富沪深300指数增强,2021-01-21,2.5337,
450008.OF,国富沪深300指数增强,2021-01-22,2.5496,
450008.OF,国富沪深300指数增强,2021-01-25,2.5761,
450008.OF,国富沪深300指数增强,2021-01-26,2.5192,
450008.OF,国富沪深300指数增强,2021-01-27,2.5364,
450008.OF,国富沪深300指数增强,2021-01-28,2.4676,
450008.OF,国富沪深300指数增强,2021-01-29,2.4583,
450008.OF,国富沪深300指数增强,2021-02-01,2.4888,
450008.OF,国富沪深300指数增强,2021-02-02,2.5337,
450008.OF,国富沪深300指数增强,2021-02-03,2.5324,
450008.OF,国富沪深300指数增强,2021-02-04,2.5258,
450008.OF,国富沪深300指数增强,2021-02-05,2.5205,
