代码,简称,日期,复权净值(元),
004512.OF,海富通沪深300指数增强C,2020-11-24,1.5237,
004512.OF,海富通沪深300指数增强C,2020-11-25,1.5032,
004512.OF,海富通沪深300指数增强C,2020-11-26,1.5061,
004512.OF,海富通沪深300指数增强C,2020-11-27,1.5236,
004512.OF,海富通沪深300指数增强C,2020-11-30,1.5176,
004512.OF,海富通沪深300指数增强C,2020-12-01,1.5466,
004512.OF,海富通沪深300指数增强C,2020-12-02,1.5483,
004512.OF,海富通沪深300指数增强C,2020-12-03,1.543,
004512.OF,海富通沪深300指数增强C,2020-12-04,1.5469,
004512.OF,海富通沪深300指数增强C,2020-12-07,1.5351,
004512.OF,海富通沪深300指数增强C,2020-12-08,1.5325,
004512.OF,海富通沪深300指数增强C,2020-12-09,1.5168,
004512.OF,海富通沪深300指数增强C,2020-12-10,1.5165,
004512.OF,海富通沪深300指数增强C,2020-12-11,1.5016,
004512.OF,海富通沪深300指数增强C,2020-12-14,1.5142,
004512.OF,海富通沪深300指数增强C,2020-12-15,1.5165,
004512.OF,海富通沪深300指数增强C,2020-12-16,1.5228,
004512.OF,海富通沪深300指数增强C,2020-12-17,1.54,
004512.OF,海富通沪深300指数增强C,2020-12-18,1.5367,
004512.OF,海富通沪深300指数增强C,2020-12-21,1.5546,
004512.OF,海富通沪深300指数增强C,2020-12-22,1.5333,
004512.OF,海富通沪深300指数增强C,2020-12-23,1.547,
004512.OF,海富通沪深300指数增强C,2020-12-24,1.5461,
004512.OF,海富通沪深300指数增强C,2020-12-25,1.5603,
004512.OF,海富通沪深300指数增强C,2020-12-28,1.5701,
004512.OF,海富通沪深300指数增强C,2020-12-29,1.5592,
004512.OF,海富通沪深300指数增强C,2020-12-30,1.5859,
004512.OF,海富通沪深300指数增强C,2020-12-31,1.6145,
004512.OF,海富通沪深300指数增强C,2021-01-04,1.6339,
004512.OF,海富通沪深300指数增强C,2021-01-05,1.662,
004512.OF,海富通沪深300指数增强C,2021-01-06,1.6775,
004512.OF,海富通沪深300指数增强C,2021-01-07,1.712,
004512.OF,海富通沪深300指数增强C,2021-01-08,1.7057,
004512.OF,海富通沪深300指数增强C,2021-01-11,1.6969,
004512.OF,海富通沪深300指数增强C,2021-01-12,1.7465,
004512.OF,海富通沪深300指数增强C,2021-01-13,1.7383,
004512.OF,海富通沪深300指数增强C,2021-01-14,1.7041,
004512.OF,海富通沪深300指数增强C,2021-01-15,1.7063,
004512.OF,海富通沪深300指数增强C,2021-01-18,1.7296,
004512.OF,海富通沪深300指数增强C,2021-01-19,1.6998,
004512.OF,海富通沪深300指数增强C,2021-01-20,1.7266,
004512.OF,海富通沪深300指数增强C,2021-01-21,1.7625,
004512.OF,海富通沪深300指数增强C,2021-01-22,1.7744,
004512.OF,海富通沪深300指数增强C,2021-01-25,1.7916,
004512.OF,海富通沪深300指数增强C,2021-01-26,1.7495,
004512.OF,海富通沪深300指数增强C,2021-01-27,1.7573,
004512.OF,海富通沪深300指数增强C,2021-01-28,1.7054,
004512.OF,海富通沪深300指数增强C,2021-01-29,1.6979,
004512.OF,海富通沪深300指数增强C,2021-02-01,1.7199,
004512.OF,海富通沪深300指数增强C,2021-02-02,1.7557,
004512.OF,海富通沪深300指数增强C,2021-02-03,1.7562,
004512.OF,海富通沪深300指数增强C,2021-02-04,1.7582,
004512.OF,海富通沪深300指数增强C,2021-02-05,1.7619,
004512.OF,海富通沪深300指数增强C,2021-02-08,1.7936,
004512.OF,海富通沪深300指数增强C,2021-02-09,1.8419,
004512.OF,海富通沪深300指数增强C,2021-02-10,1.8787,
004512.OF,海富通沪深300指数增强C,2021-02-18,1.8475,
004512.OF,海富通沪深300指数增强C,2021-02-19,1.828,
004512.OF,海富通沪深300指数增强C,2021-02-22,1.754,
004512.OF,海富通沪深300指数增强C,2021-02-23,1.7514,
004512.OF,海富通沪深300指数增强C,2021-02-24,1.7004,
004512.OF,海富通沪深300指数增强C,2021-02-25,1.7085,
004512.OF,海富通沪深300指数增强C,2021-02-26,1.67,
004512.OF,海富通沪深300指数增强C,2021-03-01,1.6977,
004512.OF,海富通沪深300指数增强C,2021-03-02,1.6764,
004512.OF,海富通沪深300指数增强C,2021-03-03,1.7033,
004512.OF,海富通沪深300指数增强C,2021-03-04,1.6424,
004512.OF,海富通沪深300指数增强C,2021-03-05,1.6376,
004512.OF,海富通沪深300指数增强C,2021-03-08,1.5797,
004512.OF,海富通沪深300指数增强C,2021-03-09,1.5445,
004512.OF,海富通沪深300指数增强C,2021-03-10,1.5664,
004512.OF,海富通沪深300指数增强C,2021-03-11,1.6064,
004512.OF,海富通沪深300指数增强C,2021-03-12,1.613,
004512.OF,海富通沪深300指数增强C,2021-03-15,1.5733,
004512.OF,海富通沪深300指数增强C,2021-03-16,1.5892,
004512.OF,海富通沪深300指数增强C,2021-03-17,1.6005,
004512.OF,海富通沪深300指数增强C,2021-03-18,1.6193,
004512.OF,海富通沪深300指数增强C,2021-03-19,1.5748,
004512.OF,海富通沪深300指数增强C,2021-03-22,1.5863,
004512.OF,海富通沪深300指数增强C,2021-03-23,1.5675,
004512.OF,海富通沪深300指数增强C,2021-03-24,1.541,
004512.OF,海富通沪深300指数增强C,2021-03-25,1.5445,
004512.OF,海富通沪深300指数增强C,2021-03-26,1.583,
004512.OF,海富通沪深300指数增强C,2021-03-29,1.5872,
004512.OF,海富通沪深300指数增强C,2021-03-30,1.6089,
004512.OF,海富通沪深300指数增强C,2021-03-31,1.5923,
004512.OF,海富通沪深300指数增强C,2021-04-01,1.6155,
004512.OF,海富通沪深300指数增强C,2021-04-02,1.6343,
004512.OF,海富通沪深300指数增强C,2021-04-06,1.6276,
004512.OF,海富通沪深300指数增强C,2021-04-07,1.6075,
004512.OF,海富通沪深300指数增强C,2021-04-08,1.6157,
004512.OF,海富通沪深300指数增强C,2021-04-09,1.5905,
004512.OF,海富通沪深300指数增强C,2021-04-12,1.5578,
004512.OF,海富通沪深300指数增强C,2021-04-13,1.56,
004512.OF,海富通沪深300指数增强C,2021-04-14,1.5776,
004512.OF,海富通沪深300指数增强C,2021-04-15,1.569,
004512.OF,海富通沪深300指数增强C,2021-04-16,1.5714,
004512.OF,海富通沪深300指数增强C,2021-04-19,1.6165,
004512.OF,海富通沪深300指数增强C,2021-04-20,1.6213,
004512.OF,海富通沪深300指数增强C,2021-04-21,1.6291,
004512.OF,海富通沪深300指数增强C,2021-04-22,1.6276,
004512.OF,海富通沪深300指数增强C,2021-04-23,1.6487,
004512.OF,海富通沪深300指数增强C,2021-04-26,1.63,
004512.OF,海富通沪深300指数增强C,2021-04-27,1.6397,
004512.OF,海富通沪深300指数增强C,2021-04-28,1.6529,
004512.OF,海富通沪深300指数增强C,2021-04-29,1.6644,
004512.OF,海富通沪深300指数增强C,2021-04-30,1.6548,
004512.OF,海富通沪深300指数增强C,2021-05-06,1.6336,
004512.OF,海富通沪深300指数增强C,2021-05-07,1.605,
004512.OF,海富通沪深300指数增强C,2021-05-10,1.6,
004512.OF,海富通沪深300指数增强C,2021-05-11,1.607,
004512.OF,海富通沪深300指数增强C,2021-05-12,1.6137,
004512.OF,海富通沪深300指数增强C,2021-05-13,1.5931,
004512.OF,海富通沪深300指数增强C,2021-05-14,1.6278,
004512.OF,海富通沪深300指数增强C,2021-05-17,1.6645,
004512.OF,海富通沪深300指数增强C,2021-05-18,1.6656,
004512.OF,海富通沪深300指数增强C,2021-05-19,1.6622,
004512.OF,海富通沪深300指数增强C,2021-05-20,1.6717,
004512.OF,海富通沪深300指数增强C,2021-05-21,1.6538,
004512.OF,海富通沪深300指数增强C,2021-05-24,1.6641,
004512.OF,海富通沪深300指数增强C,2021-05-25,1.7115,
004512.OF,海富通沪深300指数增强C,2021-05-26,1.7082,
004512.OF,海富通沪深300指数增强C,2021-05-27,1.7142,
004512.OF,海富通沪深300指数增强C,2021-05-28,1.7057,
004512.OF,海富通沪深300指数增强C,2021-05-31,1.7155,
004512.OF,海富通沪深300指数增强C,2021-06-01,1.7215,
004512.OF,海富通沪深300指数增强C,2021-06-02,1.7081,
004512.OF,海富通沪深300指数增强C,2021-06-03,1.6934,
004512.OF,海富通沪深300指数增强C,2021-06-04,1.7039,
004512.OF,海富通沪深300指数增强C,2021-06-07,1.7024,
004512.OF,海富通沪深300指数增强C,2021-06-08,1.6864,
004512.OF,海富通沪深300指数增强C,2021-06-09,1.6902,
004512.OF,海富通沪深300指数增强C,2021-06-10,1.706,
004512.OF,海富通沪深300指数增强C,2021-06-11,1.696,
004512.OF,海富通沪深300指数增强C,2021-06-15,1.6804,
004512.OF,海富通沪深300指数增强C,2021-06-16,1.6465,
004512.OF,海富通沪深300指数增强C,2021-06-17,1.6554,
004512.OF,海富通沪深300指数增强C,2021-06-18,1.6553,
004512.OF,海富通沪深300指数增强C,2021-06-21,1.6566,
004512.OF,海富通沪深300指数增强C,2021-06-22,1.667,
004512.OF,海富通沪深300指数增强C,2021-06-23,1.6739,
004512.OF,海富通沪深300指数增强C,2021-06-24,1.675,
004512.OF,海富通沪深300指数增强C,2021-06-25,1.6984,
004512.OF,海富通沪深300指数增强C,2021-06-28,1.705,
004512.OF,海富通沪深300指数增强C,2021-06-29,1.6888,
004512.OF,海富通沪深300指数增强C,2021-06-30,1.7054,
004512.OF,海富通沪深300指数增强C,2021-07-01,1.7063,
004512.OF,海富通沪深300指数增强C,2021-07-02,1.6548,
004512.OF,海富通沪深300指数增强C,2021-07-05,1.6577,
004512.OF,海富通沪深300指数增强C,2021-07-06,1.6574,
004512.OF,海富通沪深300指数增强C,2021-07-07,1.6818,
004512.OF,海富通沪深300指数增强C,2021-07-08,1.671,
004512.OF,海富通沪深300指数增强C,2021-07-09,1.6703,
004513.OF,海富通沪深300指数增强A,2020-10-09,1.3805,
004513.OF,海富通沪深300指数增强A,2020-10-12,1.4179,
004513.OF,海富通沪深300指数增强A,2020-10-13,1.4232,
004513.OF,海富通沪深300指数增强A,2020-10-14,1.416,
004513.OF,海富通沪深300指数增强A,2020-10-15,1.4126,
004513.OF,海富通沪深300指数增强A,2020-10-16,1.4102,
004513.OF,海富通沪深300指数增强A,2020-10-19,1.3979,
004513.OF,海富通沪深300指数增强A,2020-10-20,1.4111,
004513.OF,海富通沪深300指数增强A,2020-10-21,1.4098,
004513.OF,海富通沪深300指数增强A,2020-10-22,1.4048,
004513.OF,海富通沪深300指数增强A,2020-10-23,1.3836,
004513.OF,海富通沪深300指数增强A,2020-10-26,1.3788,
004513.OF,海富通沪深300指数增强A,2020-10-27,1.382,
004513.OF,海富通沪深300指数增强A,2020-10-28,1.3939,
004513.OF,海富通沪深300指数增强A,2020-10-29,1.4064,
004513.OF,海富通沪深300指数增强A,2020-10-30,1.3808,
004513.OF,海富通沪深300指数增强A,2020-11-02,1.3875,
004513.OF,海富通沪深300指数增强A,2020-11-03,1.3996,
004513.OF,海富通沪深300指数增强A,2020-11-04,1.4136,
004513.OF,海富通沪深300指数增强A,2020-11-05,1.4323,
004513.OF,海富通沪深300指数增强A,2020-11-06,1.4275,
004513.OF,海富通沪深300指数增强A,2020-11-09,1.4521,
004513.OF,海富通沪深300指数增强A,2020-11-10,1.4436,
004513.OF,海富通沪深300指数增强A,2020-11-11,1.4313,
004513.OF,海富通沪深300指数增强A,2020-11-12,1.4338,
004513.OF,海富通沪深300指数增强A,2020-11-13,1.4165,
004513.OF,海富通沪深300指数增强A,2020-11-16,1.4282,
004513.OF,海富通沪深300指数增强A,2020-11-17,1.4247,
004513.OF,海富通沪深300指数增强A,2020-11-18,1.4245,
004513.OF,海富通沪深300指数增强A,2020-11-19,1.4374,
004513.OF,海富通沪深300指数增强A,2020-11-20,1.4414,
004513.OF,海富通沪深300指数增强A,2020-11-23,1.4603,
004513.OF,海富通沪深300指数增强A,2020-11-24,1.4478,
004513.OF,海富通沪深300指数增强A,2020-11-25,1.4284,
004513.OF,海富通沪深300指数增强A,2020-11-26,1.4311,
004513.OF,海富通沪深300指数增强A,2020-11-27,1.4477,
004513.OF,海富通沪深300指数增强A,2020-11-30,1.4421,
004513.OF,海富通沪深300指数增强A,2020-12-01,1.4696,
004513.OF,海富通沪深300指数增强A,2020-12-02,1.4712,
004513.OF,海富通沪深300指数增强A,2020-12-03,1.4662,
004513.OF,海富通沪深300指数增强A,2020-12-04,1.4699,
004513.OF,海富通沪深300指数增强A,2020-12-07,1.4588,
004513.OF,海富通沪深300指数增强A,2020-12-08,1.4563,
004513.OF,海富通沪深300指数增强A,2020-12-09,1.4414,
004513.OF,海富通沪深300指数增强A,2020-12-10,1.4411,
004513.OF,海富通沪深300指数增强A,2020-12-11,1.4269,
004513.OF,海富通沪深300指数增强A,2020-12-14,1.4389,
004513.OF,海富通沪深300指数增强A,2020-12-15,1.441,
004513.OF,海富通沪深300指数增强A,2020-12-16,1.447,
004513.OF,海富通沪深300指数增强A,2020-12-17,1.4635,
004513.OF,海富通沪深300指数增强A,2020-12-18,1.4602,
004513.OF,海富通沪深300指数增强A,2020-12-21,1.4773,
004513.OF,海富通沪深300指数增强A,2020-12-22,1.457,
004513.OF,海富通沪深300指数增强A,2020-12-23,1.4701,
004513.OF,海富通沪深300指数增强A,2020-12-24,1.4692,
004513.OF,海富通沪深300指数增强A,2020-12-25,1.4827,
004513.OF,海富通沪深300指数增强A,2020-12-28,1.492,
004513.OF,海富通沪深300指数增强A,2020-12-29,1.4817,
004513.OF,海富通沪深300指数增强A,2020-12-30,1.5071,
004513.OF,海富通沪深300指数增强A,2020-12-31,1.5343,
004513.OF,海富通沪深300指数增强A,2021-01-04,1.5526,
004513.OF,海富通沪深300指数增强A,2021-01-05,1.5795,
004513.OF,海富通沪深300指数增强A,2021-01-06,1.5941,
004513.OF,海富通沪深300指数增强A,2021-01-07,1.627,
004513.OF,海富通沪深300指数增强A,2021-01-08,1.621,
004513.OF,海富通沪深300指数增强A,2021-01-11,1.6125,
004513.OF,海富通沪深300指数增强A,2021-01-12,1.6598,
004513.OF,海富通沪深300指数增强A,2021-01-13,1.652,
004513.OF,海富通沪深300指数增强A,2021-01-14,1.6193,
004513.OF,海富通沪深300指数增强A,2021-01-15,1.6216,
004513.OF,海富通沪深300指数增强A,2021-01-18,1.6437,
004513.OF,海富通沪深300指数增强A,2021-01-19,1.6154,
004513.OF,海富通沪深300指数增强A,2021-01-20,1.6409,
004513.OF,海富通沪深300指数增强A,2021-01-21,1.6751,
004513.OF,海富通沪深300指数增强A,2021-01-22,1.6863,
004513.OF,海富通沪深300指数增强A,2021-01-25,1.7027,
004513.OF,海富通沪深300指数增强A,2021-01-26,1.6627,
004513.OF,海富通沪深300指数增强A,2021-01-27,1.6701,
004513.OF,海富通沪深300指数增强A,2021-01-28,1.6208,
004513.OF,海富通沪深300指数增强A,2021-01-29,1.6137,
004513.OF,海富通沪深300指数增强A,2021-02-01,1.6346,
004513.OF,海富通沪深300指数增强A,2021-02-02,1.6686,
004513.OF,海富通沪深300指数增强A,2021-02-03,1.6691,
004513.OF,海富通沪深300指数增强A,2021-02-04,1.6709,
004513.OF,海富通沪深300指数增强A,2021-02-05,1.6744,
004513.OF,海富通沪深300指数增强A,2021-02-08,1.7046,
004513.OF,海富通沪深300指数增强A,2021-02-09,1.7505,
004513.OF,海富通沪深300指数增强A,2021-02-10,1.7856,
004513.OF,海富通沪深300指数增强A,2021-02-18,1.7559,
004513.OF,海富通沪深300指数增强A,2021-02-19,1.7375,
004513.OF,海富通沪深300指数增强A,2021-02-22,1.667,
004513.OF,海富通沪深300指数增强A,2021-02-23,1.6645,
004513.OF,海富通沪深300指数增强A,2021-02-24,1.6161,
004513.OF,海富通沪深300指数增强A,2021-02-25,1.6239,
004513.OF,海富通沪深300指数增强A,2021-02-26,1.5872,
004513.OF,海富通沪深300指数增强A,2021-03-01,1.6136,
004513.OF,海富通沪深300指数增强A,2021-03-02,1.5934,
004513.OF,海富通沪深300指数增强A,2021-03-03,1.6189,
004513.OF,海富通沪深300指数增强A,2021-03-04,1.561,
004513.OF,海富通沪深300指数增强A,2021-03-05,1.5565,
004513.OF,海富通沪深300指数增强A,2021-03-08,1.5015,
004513.OF,海富通沪深300指数增强A,2021-03-09,1.4681,
004513.OF,海富通沪深300指数增强A,2021-03-10,1.4889,
004513.OF,海富通沪深300指数增强A,2021-03-11,1.5269,
004513.OF,海富通沪深300指数增强A,2021-03-12,1.5332,
004513.OF,海富通沪深300指数增强A,2021-03-15,1.4954,
004513.OF,海富通沪深300指数增强A,2021-03-16,1.5105,
004513.OF,海富通沪深300指数增强A,2021-03-17,1.5213,
004513.OF,海富通沪深300指数增强A,2021-03-18,1.5391,
004513.OF,海富通沪深300指数增强A,2021-03-19,1.4969,
004513.OF,海富通沪深300指数增强A,2021-03-22,1.5079,
004513.OF,海富通沪深300指数增强A,2021-03-23,1.4899,
004513.OF,海富通沪深300指数增强A,2021-03-24,1.4648,
004513.OF,海富通沪深300指数增强A,2021-03-25,1.4682,
004513.OF,海富通沪深300指数增强A,2021-03-26,1.5047,
004513.OF,海富通沪深300指数增强A,2021-03-29,1.5086,
004513.OF,海富通沪深300指数增强A,2021-03-30,1.5293,
004513.OF,海富通沪深300指数增强A,2021-03-31,1.5135,
004513.OF,海富通沪深300指数增强A,2021-04-01,1.5357,
004513.OF,海富通沪深300指数增强A,2021-04-02,1.5534,
004513.OF,海富通沪深300指数增强A,2021-04-06,1.5471,
004513.OF,海富通沪深300指数增强A,2021-04-07,1.528,
004513.OF,海富通沪深300指数增强A,2021-04-08,1.5358,
004513.OF,海富通沪深300指数增强A,2021-04-09,1.5118,
004513.OF,海富通沪深300指数增强A,2021-04-12,1.4807,
004513.OF,海富通沪深300指数增强A,2021-04-13,1.4829,
004513.OF,海富通沪深300指数增强A,2021-04-14,1.4996,
004513.OF,海富通沪深300指数增强A,2021-04-15,1.4915,
004513.OF,海富通沪深300指数增强A,2021-04-16,1.4938,
004513.OF,海富通沪深300指数增强A,2021-04-19,1.5366,
004513.OF,海富通沪深300指数增强A,2021-04-20,1.5412,
004513.OF,海富通沪深300指数增强A,2021-04-21,1.5486,
004513.OF,海富通沪深300指数增强A,2021-04-22,1.5472,
004513.OF,海富通沪深300指数增强A,2021-04-23,1.5672,
004513.OF,海富通沪深300指数增强A,2021-04-26,1.5495,
004513.OF,海富通沪深300指数增强A,2021-04-27,1.5587,
004513.OF,海富通沪深300指数增强A,2021-04-28,1.5712,
004513.OF,海富通沪深300指数增强A,2021-04-29,1.5823,
004513.OF,海富通沪深300指数增强A,2021-04-30,1.5731,
004513.OF,海富通沪深300指数增强A,2021-05-06,1.5529,
004513.OF,海富通沪深300指数增强A,2021-05-07,1.5257,
004513.OF,海富通沪深300指数增强A,2021-05-10,1.521,
004513.OF,海富通沪深300指数增强A,2021-05-11,1.5277,
004513.OF,海富通沪深300指数增强A,2021-05-12,1.5341,
004513.OF,海富通沪深300指数增强A,2021-05-13,1.5145,
004513.OF,海富通沪深300指数增强A,2021-05-14,1.5475,
004513.OF,海富通沪深300指数增强A,2021-05-17,1.5825,
004513.OF,海富通沪深300指数增强A,2021-05-18,1.5835,
004513.OF,海富通沪深300指数增强A,2021-05-19,1.5802,
004513.OF,海富通沪深300指数增强A,2021-05-20,1.5893,
004513.OF,海富通沪深300指数增强A,2021-05-21,1.5722,
004513.OF,海富通沪深300指数增强A,2021-05-24,1.5821,
004513.OF,海富通沪深300指数增强A,2021-05-25,1.6271,
004513.OF,海富通沪深300指数增强A,2021-05-26,1.624,
004513.OF,海富通沪深300指数增强A,2021-05-27,1.6296,
004513.OF,海富通沪深300指数增强A,2021-05-28,1.6216,
004513.OF,海富通沪深300指数增强A,2021-05-31,1.631,
004513.OF,海富通沪深300指数增强A,2021-06-01,1.6365,
004513.OF,海富通沪深300指数增强A,2021-06-02,1.624,
004513.OF,海富通沪深300指数增强A,2021-06-03,1.61,
004513.OF,海富通沪深300指数增强A,2021-06-04,1.62,
004513.OF,海富通沪深300指数增强A,2021-06-07,1.6184,
004513.OF,海富通沪深300指数增强A,2021-06-08,1.6033,
004513.OF,海富通沪深300指数增强A,2021-06-09,1.6069,
004513.OF,海富通沪深300指数增强A,2021-06-10,1.6219,
004513.OF,海富通沪深300指数增强A,2021-06-11,1.6124,
004513.OF,海富通沪深300指数增强A,2021-06-15,1.5976,
004513.OF,海富通沪深300指数增强A,2021-06-16,1.5654,
004513.OF,海富通沪深300指数增强A,2021-06-17,1.5738,
004513.OF,海富通沪深300指数增强A,2021-06-18,1.5737,
004513.OF,海富通沪深300指数增强A,2021-06-21,1.5751,
004513.OF,海富通沪深300指数增强A,2021-06-22,1.5849,
004513.OF,海富通沪深300指数增强A,2021-06-23,1.5914,
004513.OF,海富通沪深300指数增强A,2021-06-24,1.5925,
004513.OF,海富通沪深300指数增强A,2021-06-25,1.6148,
004513.OF,海富通沪深300指数增强A,2021-06-28,1.621,
004513.OF,海富通沪深300指数增强A,2021-06-29,1.6056,
004513.OF,海富通沪深300指数增强A,2021-06-30,1.6214,
004513.OF,海富通沪深300指数增强A,2021-07-01,1.6223,
004513.OF,海富通沪深300指数增强A,2021-07-02,1.5734,
004513.OF,海富通沪深300指数增强A,2021-07-05,1.5761,
004513.OF,海富通沪深300指数增强A,2021-07-06,1.5759,
004513.OF,海富通沪深300指数增强A,2021-07-07,1.599,
004513.OF,海富通沪深300指数增强A,2021-07-08,1.5888,
004513.OF,海富通沪深300指数增强A,2021-07-09,1.5881,
004746.OF,易方达上证50增强C,2020-10-09,2.2986,
004746.OF,易方达上证50增强C,2020-10-12,2.37,
004746.OF,易方达上证50增强C,2020-10-13,2.3777,
004746.OF,易方达上证50增强C,2020-10-14,2.3678,
004746.OF,易方达上证50增强C,2020-10-15,2.3673,
004746.OF,易方达上证50增强C,2020-10-16,2.3701,
004746.OF,易方达上证50增强C,2020-10-19,2.3477,
004746.OF,易方达上证50增强C,2020-10-20,2.3653,
004746.OF,易方达上证50增强C,2020-10-21,2.3724,
004746.OF,易方达上证50增强C,2020-10-22,2.365,
004746.OF,易方达上证50增强C,2020-10-23,2.3316,
004746.OF,易方达上证50增强C,2020-10-26,2.3206,
004746.OF,易方达上证50增强C,2020-10-27,2.3213,
004746.OF,易方达上证50增强C,2020-10-28,2.3443,
004746.OF,易方达上证50增强C,2020-10-29,2.3635,
004746.OF,易方达上证50增强C,2020-10-30,2.3182,
004746.OF,易方达上证50增强C,2020-11-02,2.3074,
004746.OF,易方达上证50增强C,2020-11-03,2.3354,
004746.OF,易方达上证50增强C,2020-11-04,2.3646,
004746.OF,易方达上证50增强C,2020-11-05,2.3819,
004746.OF,易方达上证50增强C,2020-11-06,2.3617,
004746.OF,易方达上证50增强C,2020-11-09,2.3925,
004746.OF,易方达上证50增强C,2020-11-10,2.3894,
004746.OF,易方达上证50增强C,2020-11-11,2.384,
004746.OF,易方达上证50增强C,2020-11-12,2.3802,
004746.OF,易方达上证50增强C,2020-11-13,2.3399,
004746.OF,易方达上证50增强C,2020-11-16,2.3625,
004746.OF,易方达上证50增强C,2020-11-17,2.3608,
004746.OF,易方达上证50增强C,2020-11-18,2.3642,
004746.OF,易方达上证50增强C,2020-11-19,2.3917,
004746.OF,易方达上证50增强C,2020-11-20,2.3945,
004746.OF,易方达上证50增强C,2020-11-23,2.4302,
004746.OF,易方达上证50增强C,2020-11-24,2.4112,
004746.OF,易方达上证50增强C,2020-11-25,2.3833,
004746.OF,易方达上证50增强C,2020-11-26,2.4001,
004746.OF,易方达上证50增强C,2020-11-27,2.4304,
004746.OF,易方达上证50增强C,2020-11-30,2.41,
004746.OF,易方达上证50增强C,2020-12-01,2.4653,
004746.OF,易方达上证50增强C,2020-12-02,2.4642,
004746.OF,易方达上证50增强C,2020-12-03,2.466,
004746.OF,易方达上证50增强C,2020-12-04,2.4845,
004746.OF,易方达上证50增强C,2020-12-07,2.4697,
004746.OF,易方达上证50增强C,2020-12-08,2.4654,
004746.OF,易方达上证50增强C,2020-12-09,2.445,
004746.OF,易方达上证50增强C,2020-12-10,2.4427,
004746.OF,易方达上证50增强C,2020-12-11,2.4207,
004746.OF,易方达上证50增强C,2020-12-14,2.4544,
004746.OF,易方达上证50增强C,2020-12-15,2.4691,
004746.OF,易方达上证50增强C,2020-12-16,2.4892,
004746.OF,易方达上证50增强C,2020-12-17,2.5365,
004746.OF,易方达上证50增强C,2020-12-18,2.5187,
004746.OF,易方达上证50增强C,2020-12-21,2.5349,
004746.OF,易方达上证50增强C,2020-12-22,2.5223,
004746.OF,易方达上证50增强C,2020-12-23,2.5343,
004746.OF,易方达上证50增强C,2020-12-24,2.5303,
004746.OF,易方达上证50增强C,2020-12-25,2.554,
004746.OF,易方达上证50增强C,2020-12-28,2.5735,
004746.OF,易方达上证50增强C,2020-12-29,2.5606,
004746.OF,易方达上证50增强C,2020-12-30,2.615,
004746.OF,易方达上证50增强C,2020-12-31,2.6542,
004746.OF,易方达上证50增强C,2021-01-04,2.6747,
004746.OF,易方达上证50增强C,2021-01-05,2.7265,
004746.OF,易方达上证50增强C,2021-01-06,2.7705,
004746.OF,易方达上证50增强C,2021-01-07,2.8301,
004746.OF,易方达上证50增强C,2021-01-08,2.7969,
004746.OF,易方达上证50增强C,2021-01-11,2.785,
004746.OF,易方达上证50增强C,2021-01-12,2.8697,
004746.OF,易方达上证50增强C,2021-01-13,2.8375,
004746.OF,易方达上证50增强C,2021-01-14,2.7689,
004746.OF,易方达上证50增强C,2021-01-15,2.7782,
004746.OF,易方达上证50增强C,2021-01-18,2.7936,
004746.OF,易方达上证50增强C,2021-01-19,2.7486,
004746.OF,易方达上证50增强C,2021-01-20,2.7662,
004746.OF,易方达上证50增强C,2021-01-21,2.8117,
004746.OF,易方达上证50增强C,2021-01-22,2.8221,
004746.OF,易方达上证50增强C,2021-01-25,2.8892,
004746.OF,易方达上证50增强C,2021-01-26,2.8194,
004746.OF,易方达上证50增强C,2021-01-27,2.8174,
004746.OF,易方达上证50增强C,2021-01-28,2.7497,
004746.OF,易方达上证50增强C,2021-01-29,2.744,
004746.OF,易方达上证50增强C,2021-02-01,2.7751,
004746.OF,易方达上证50增强C,2021-02-02,2.8073,
004746.OF,易方达上证50增强C,2021-02-03,2.8193,
004746.OF,易方达上证50增强C,2021-02-04,2.8452,
004746.OF,易方达上证50增强C,2021-02-05,2.8787,
004746.OF,易方达上证50增强C,2021-02-08,2.919,
004746.OF,易方达上证50增强C,2021-02-09,2.9678,
004746.OF,易方达上证50增强C,2021-02-10,3.0334,
004746.OF,易方达上证50增强C,2021-02-18,2.9963,
004746.OF,易方达上证50增强C,2021-02-19,2.9985,
004746.OF,易方达上证50增强C,2021-02-22,2.869,
004746.OF,易方达上证50增强C,2021-02-23,2.8801,
004746.OF,易方达上证50增强C,2021-02-24,2.7989,
004746.OF,易方达上证50增强C,2021-02-25,2.8217,
004746.OF,易方达上证50增强C,2021-02-26,2.7588,
004746.OF,易方达上证50增强C,2021-03-01,2.7883,
004746.OF,易方达上证50增强C,2021-03-02,2.7305,
004746.OF,易方达上证50增强C,2021-03-03,2.8004,
004746.OF,易方达上证50增强C,2021-03-04,2.7113,
004746.OF,易方达上证50增强C,2021-03-05,2.6954,
004746.OF,易方达上证50增强C,2021-03-08,2.5873,
004746.OF,易方达上证50增强C,2021-03-09,2.5367,
004746.OF,易方达上证50增强C,2021-03-10,2.5698,
004746.OF,易方达上证50增强C,2021-03-11,2.6401,
004746.OF,易方达上证50增强C,2021-03-12,2.6469,
004746.OF,易方达上证50增强C,2021-03-15,2.5833,
004746.OF,易方达上证50增强C,2021-03-16,2.6101,
004746.OF,易方达上证50增强C,2021-03-17,2.6094,
004746.OF,易方达上证50增强C,2021-03-18,2.6322,
004746.OF,易方达上证50增强C,2021-03-19,2.5525,
004746.OF,易方达上证50增强C,2021-03-22,2.5703,
